data_filename,num_context_layers,embedding_size,batch_size,mode,gpu,attempts,final_returncode,status,ckpt_path,log_path,best_val_loss,best_val_top10,best_val_top25,best_val_top50,best_test_loss,best_test_top10,best_test_top25,best_test_top50,best_triadic,best_epoch
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,256,8192,text,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=256__bs=8192.log,7.769,0.427,0.666,0.862,7.857,0.423,0.667,0.868,0.747,12
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,256,8192,text,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=256__bs=8192.log,7.768,0.427,0.661,0.866,7.852,0.423,0.67,0.872,0.743,17
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,4,256,8192,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=combined__ctx=4__emb=256__bs=8192.log,7.752,0.427,0.663,0.869,7.847,0.42,0.675,0.879,0.743,19
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,3,256,4096,text,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=4096.log,7.503,0.427,0.66,0.866,7.639,0.393,0.647,0.862,0.743,12
llama3.1-8b-bc_slash-best_embeddings_last_3turns,4,256,2048,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=256__bs=2048.log,6.724,0.427,0.665,0.87,7.015,0.379,0.627,0.842,0.76,13
llama3.1-8b-bc_slash-best_embeddings_last_3turns,3,128,2048,text,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=2048.log,6.714,0.427,0.666,0.869,7.025,0.372,0.622,0.84,0.76,9
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,2,128,1024,text,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=128__bs=1024.log,6.211,0.427,0.66,0.866,6.568,0.344,0.589,0.818,0.757,7
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,3,128,1024,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=1024.log,6.194,0.427,0.664,0.866,6.543,0.342,0.594,0.818,0.729,7
llama3.1-8b-bc_slash-best_embeddings_last_3turns,2,128,1024,text,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=128__bs=1024.log,6.223,0.427,0.661,0.865,6.597,0.338,0.585,0.815,0.75,7
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,64,8192,text,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=64__bs=8192.log,7.765,0.426,0.663,0.865,7.868,0.421,0.664,0.871,0.75,18
gemma3-4b-bc-split-1_embeddings_last_3turns,3,64,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=3__emb=64__bs=8192.log,7.741,0.426,0.671,0.872,7.851,0.42,0.675,0.875,0.719,20
llama3.1-8b-bc_slash-best_embeddings_last_3turns,4,128,4096,text,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=128__bs=4096.log,7.502,0.426,0.663,0.863,7.641,0.401,0.648,0.858,0.736,14
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,2,256,4096,text,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=4096.log,7.526,0.426,0.658,0.863,7.664,0.401,0.647,0.857,0.747,15
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,256,4096,text,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=256__bs=4096.log,7.521,0.426,0.66,0.858,7.661,0.397,0.648,0.856,0.757,15
llama3.1-8b-bc_slash-best_embeddings_last_3turns,2,64,4096,text,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=4096.log,7.507,0.426,0.66,0.866,7.641,0.396,0.65,0.861,0.76,16
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,64,4096,text,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=4096.log,7.504,0.426,0.661,0.864,7.658,0.394,0.638,0.852,0.747,9
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,64,2048,text,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=64__bs=2048.log,6.708,0.426,0.666,0.866,7.013,0.372,0.623,0.837,0.736,6
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,4,128,2048,text,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=128__bs=2048.log,6.722,0.426,0.666,0.868,7.027,0.371,0.621,0.839,0.743,8
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,128,2048,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=2048.log,6.716,0.426,0.67,0.866,7.012,0.369,0.618,0.843,0.747,5
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,2,256,2048,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=2048.log,6.729,0.426,0.665,0.863,7.035,0.368,0.619,0.839,0.75,7
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,2,64,2048,text,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=2048.log,6.725,0.426,0.661,0.87,7.036,0.367,0.621,0.84,0.733,10
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,128,2048,text,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=2048.log,6.722,0.426,0.659,0.864,7.028,0.365,0.621,0.844,0.747,5
gemma3-4b-bc-split-1_embeddings_last_3turns,3,128,2048,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=2048.log,6.735,0.426,0.663,0.866,7.072,0.364,0.617,0.839,0.76,10
llama3.1-8b-bc_slash-best_embeddings_last_3turns,4,256,1024,text,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=256__bs=1024.log,6.219,0.426,0.664,0.868,6.575,0.341,0.59,0.817,0.771,11
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,128,1024,text,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=1024.log,6.195,0.426,0.667,0.868,6.563,0.339,0.584,0.809,0.74,2
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,1,256,1024,text,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=256__bs=1024.log,6.216,0.426,0.664,0.863,6.575,0.339,0.581,0.814,0.75,5
llama3.1-8b-bc_slash-best_embeddings_last_3turns,2,128,8192,text,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=128__bs=8192.log,7.761,0.425,0.667,0.867,7.847,0.428,0.669,0.869,0.747,15
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,64,8192,text,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=8192.log,7.76,0.425,0.664,0.863,7.877,0.421,0.661,0.866,0.74,16
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,2,256,8192,text,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=8192.log,7.768,0.425,0.662,0.864,7.861,0.421,0.671,0.87,0.733,16
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,128,8192,text,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=8192.log,7.785,0.425,0.66,0.859,7.885,0.42,0.664,0.864,0.736,17
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,2,256,8192,text,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=8192.log,7.798,0.425,0.655,0.857,7.889,0.416,0.665,0.864,0.747,16
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,3,128,4096,text,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=4096.log,7.508,0.425,0.66,0.866,7.657,0.399,0.643,0.856,0.747,16
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,256,4096,text,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=256__bs=4096.log,7.498,0.425,0.666,0.868,7.659,0.398,0.643,0.854,0.736,6
llama3.1-8b-bc_slash-best_embeddings_last_3turns,3,64,4096,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=64__bs=4096.log,7.505,0.425,0.663,0.865,7.654,0.395,0.647,0.855,0.743,18
gemma3-4b-bc-split-1_embeddings_last_3turns,2,256,4096,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=4096.log,7.518,0.425,0.658,0.862,7.656,0.39,0.644,0.857,0.74,16
llama3.1-8b-bc_slash-best_embeddings_last_3turns,2,128,2048,text,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=128__bs=2048.log,6.725,0.425,0.662,0.867,7.024,0.375,0.627,0.84,0.76,8
gemma3-4b-bc-split-1_embeddings_last_3turns,2,64,2048,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=2048.log,6.74,0.425,0.662,0.873,7.052,0.364,0.616,0.84,0.722,16
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,3,256,2048,text,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=2048.log,6.728,0.425,0.662,0.866,7.041,0.364,0.615,0.836,0.733,6
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,128,1024,text,2,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=128__bs=1024.log,6.19,0.425,0.664,0.871,6.539,0.346,0.589,0.818,0.76,4
llama3.1-8b-bc_slash-best_embeddings_last_3turns,3,64,1024,text,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=64__bs=1024.log,6.217,0.425,0.659,0.866,6.573,0.34,0.589,0.817,0.733,9
llama3.1-8b-bc_slash-best_embeddings_last_3turns,2,256,1024,text,6,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=2__emb=256__bs=1024.log,6.2,0.425,0.665,0.865,6.562,0.335,0.585,0.814,0.75,3
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,256,8192,text,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=256__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=256__bs=8192.log,7.78,0.424,0.659,0.856,7.844,0.429,0.672,0.874,0.753,20
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,64,8192,text,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=64__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=64__bs=8192.log,7.776,0.424,0.666,0.866,7.886,0.423,0.665,0.865,0.726,17
llama3.1-8b-bc_slash-best_embeddings_last_3turns,3,128,8192,text,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=8192.log,7.755,0.424,0.662,0.868,7.853,0.422,0.664,0.87,0.743,20
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,3,128,8192,text,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=8192.log,7.771,0.424,0.66,0.865,7.882,0.415,0.664,0.867,0.743,14
gemma3-4b-bc-split-1_embeddings_last_3turns,4,128,8192,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=8192.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=combined__ctx=4__emb=128__bs=8192.log,7.756,0.424,0.67,0.87,7.861,0.411,0.669,0.87,0.747,18
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,256,4096,text,7,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=256__bs=4096.log,7.501,0.424,0.663,0.865,7.645,0.406,0.646,0.854,0.753,11
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,3,128,4096,text,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=4096.log,7.5,0.424,0.663,0.864,7.645,0.399,0.645,0.855,0.736,11
gemma3-4b-bc-split-1_embeddings_last_3turns,3,128,4096,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=3__emb=128__bs=4096.log,7.502,0.424,0.666,0.867,7.647,0.396,0.643,0.857,0.74,16
gemma3-4b-bc-split-1_embeddings_last_3turns,2,64,4096,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=2__emb=64__bs=4096.log,7.52,0.424,0.662,0.864,7.668,0.396,0.644,0.861,0.747,20
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,1,64,4096,text,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=64__bs=4096.log,7.498,0.424,0.662,0.864,7.648,0.396,0.64,0.852,0.719,8
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,4,128,4096,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=128__bs=4096.log,7.502,0.424,0.658,0.866,7.648,0.395,0.646,0.859,0.76,17
mistral-7b-v0.3-bc_slash-best_embeddings_last_3turns,3,256,4096,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=mistral-7b-v0-3-bc-slash-best-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=4096.log,7.503,0.424,0.66,0.862,7.654,0.394,0.641,0.854,0.743,10
qwen2.5-7b-bc_slash-best_embeddings_last_3turns,4,256,4096,text,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen2-5-7b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=4__emb=256__bs=4096.log,7.531,0.424,0.657,0.862,7.681,0.394,0.644,0.854,0.757,19
gemma3-4b-bc-split-1_embeddings_last_3turns,3,256,4096,text,4,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=gemma3-4b-bc-split-1-embeddings-last-3turns__mode=text__ctx=3__emb=256__bs=4096.log,7.51,0.424,0.665,0.865,7.645,0.393,0.644,0.862,0.75,17
llama3.1-8b-bc_slash-best_embeddings_last_3turns,1,256,2048,text,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=llama3-1-8b-bc-slash-best-embeddings-last-3turns__mode=text__ctx=1__emb=256__bs=2048.log,6.734,0.424,0.655,0.862,7.023,0.369,0.621,0.839,0.743,5
